Match_Number,Opponent,Away_Condition,Gamification_Days,Winner,SortedCup
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
2,Vaalerenga,Baseline,Baseline,Home,1
2,Vaalerenga,Baseline,Baseline,Home,0
3,Sandefjord,Baseline,Baseline,Tie,1
3,Sandefjord,Baseline,Baseline,Tie,0
3,Sandefjord,Baseline,Baseline,Tie,0
3,Sandefjord,Baseline,Baseline,Tie,0
3,Sandefjord,Baseline,Baseline,Tie,0
3,Sandefjord,Baseline,Baseline,Tie,0
3,Sandefjord,Baseline,Baseline,Tie,0
3,Sandefjord,Baseline,Baseline,Tie,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,1
4,Stabaek,Ingroup,No,Home,0
4,Stabaek,Ingroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,0
5,Rosenborg,Outgroup,No,Home,1
5,Rosenborg,Outgroup,No,Home,0
