id;date;treatment;reported_diceroll;correct_guess;age;female;education;universitydegree;sector;employed;highincome;politicalright;believeingod;believeinfreewill;generaltrust
267;07.09.2019 14:57;Trust_promise;5;0;53;1;2;0;3;0;0;6;9;9;6
268;07.09.2019 15:09;Control;4;1;43;1;4;1;1;1;1;9;6;11;9
269;07.09.2019 15:13;Control;6;1;28;1;2;0;3;0;0;5;1;10;3
270;07.09.2019 15:14;Trust_promise;2;0;36;0;2;0;2;1;1;5;3;11;5
271;07.09.2019 15:16;Control;6;1;74;1;2;0;3;0;0;6;6;9;8
272;07.09.2019 15:21;Trust_promise;5;0;34;1;3;1;2;1;0;5;9;11;8
273;07.09.2019 15:22;Trust_promise;2;1;22;1;2;0;2;1;0;5;6;9;6
274;07.09.2019 15:26;Control;1;0;30;1;3;1;1;1;0;11;11;11;9
275;07.09.2019 15:23;Control;5;1;55;0;4;1;1;1;1;10;1;11;10
276;07.09.2019 15:30;Trust_promise;3;0;28;0;4;1;1;1;1;3;1;11;11
277;07.09.2019 15:32;Control;4;1;21;1;2;0;3;0;0;7;1;11;3
278;07.09.2019 15:36;Trust_promise;2;0;64;1;4;1;2;1;NA;6;11;9;8
279;07.09.2019 15:37;Trust_promise;3;0;34;0;3;1;1;1;0;7;1;11;8
280;07.09.2019 15:38;Control;5;1;19;0;2;0;3;0;0;6;9;6;8
281;07.09.2019 15:40;Control;6;1;18;0;2;0;1;1;NA;5;6;8;6
282;07.09.2019 15:46;Trust_promise;5;1;34;1;4;1;3;0;0;3;1;11;8
283;07.09.2019 15:48;Control;2;0;76;0;3;1;3;0;0;3;4;6;9
284;07.09.2019 15:49;Trust_promise;3;0;45;1;4;1;2;1;1;2;1;11;9
285;07.09.2019 15:56;Control;6;0;21;0;2;0;1;1;1;5;8;10;8
286;07.09.2019 16:05;Trust_promise;6;0;28;0;2;0;2;1;0;7;5;11;7
287;07.09.2019 16:26;Trust_promise;1;1;28;0;4;1;3;0;0;1;1;11;8
288;07.09.2019 16:27;Control;4;0;70;0;3;1;3;0;NA;10;4;11;6
289;07.09.2019 16:30;Control;6;0;51;0;3;1;1;1;1;8;1;11;7
290;07.09.2019 16:40;Trust_promise;2;0;63;0;1;0;3;0;0;9;9;10;8
291;07.09.2019 16:39;Control;3;1;73;0;3;1;1;1;0;6;9;11;9
292;07.09.2019 16:41;Trust_promise;4;0;44;1;3;1;1;1;NA;8;11;11;8
293;07.09.2019 16:51;Trust_promise;4;1;21;1;3;1;2;1;0;5;1;8;6
294;07.09.2019 17:06;Control;6;0;27;0;4;1;1;1;1;5;1;9;4
295;07.09.2019 17:08;Control;6;0;57;1;3;1;3;0;NA;1;11;9;8
296;07.09.2019 17:18;Trust_promise;2;0;57;0;2;0;1;1;1;3;1;11;9
297;07.09.2019 17:22;Control;3;0;20;1;2;0;1;1;NA;8;2;8;6
298;07.09.2019 17:28;Trust_promise;2;0;47;1;2;0;3;0;0;3;4;9;8
299;07.09.2019 17:32;Trust_promise;5;1;47;1;3;1;1;1;1;7;6;9;8
300;07.09.2019 17:34;Control;3;1;73;1;2;0;3;0;0;7;8;9;9
301;07.09.2019 17:35;Control;1;0;69;0;4;1;3;0;0;1;3;6;9
302;07.09.2019 17:40;Trust_promise;6;0;38;0;2;0;2;1;0;5;1;11;8
303;07.09.2019 17:45;Control;1;1;20;1;3;1;2;1;0;5;3;9;7
304;07.09.2019 17:54;Trust_promise;2;0;27;1;3;1;2;1;0;3;3;11;3
305;07.09.2019 17:55;Trust_promise;3;1;35;0;3;1;3;0;0;4;6;9;7
306;07.09.2019 18:11;Control;4;0;76;0;4;1;3;0;1;4;1;4;9
307;07.09.2019 18:13;Control;4;0;76;0;3;1;3;0;0;7;6;11;9
308;07.09.2019 18:22;Trust_promise;4;0;66;0;6;0;1;1;1;6;11;6;6
309;07.09.2019 18:25;Control;1;0;50;1;2;0;2;1;0;6;7;9;8
310;07.09.2019 18:27;Trust_promise;5;1;44;0;3;1;3;0;0;10;9;7;8
311;07.09.2019 18:30;Trust_promise;5;0;48;1;3;1;1;1;0;6;3;8;7
312;07.09.2019 18:56;Control;4;1;53;0;3;1;1;1;1;5;1;9;9
313;07.09.2019 18:55;Trust_promise;1;1;24;1;3;1;2;1;1;7;1;8;3
314;07.09.2019 19:00;Control;5;1;20;1;2;0;1;1;0;5;9;10;10
315;07.09.2019 19:00;Trust_promise;2;0;25;1;4;1;2;1;1;3;7;9;6
316;07.09.2019 19:04;Control;3;1;47;1;3;1;1;1;0;5;3;8;8
317;07.09.2019 19:09;Control;1;0;31;1;3;1;1;1;1;4;1;3;5
318;07.09.2019 19:12;Trust_promise;5;0;19;1;2;0;1;1;0;7;11;11;7
319;07.09.2019 19:23;Control;3;1;46;0;3;1;2;1;1;4;8;8;10
320;07.09.2019 19:26;Trust_promise;5;1;30;1;4;1;1;1;1;10;4;9;8
321;07.10.2019 00:44;Trust_promise;4;0;29;1;3;1;2;1;0;2;2;11;6
322;07.09.2019 19:29;Control;4;1;69;0;3;1;3;0;1;9;8;6;6
323;07.09.2019 19:38;Trust_promise;3;0;26;0;3;1;1;1;1;5;1;8;8
324;07.09.2019 19:43;Control;4;0;34;1;3;1;1;1;0;4;1;11;8
325;07.09.2019 19:54;Trust_promise;3;0;28;0;4;1;2;1;NA;4;1;10;8
326;07.09.2019 20:04;Control;5;0;46;1;3;1;1;1;NA;9;11;10;9
327;07.09.2019 20:02;Trust_promise;3;0;50;0;2;0;1;1;0;5;1;11;8
328;07.09.2019 20:19;Trust_promise;3;0;20;0;1;0;2;1;0;6;4;11;1
329;07.09.2019 20:29;Control;5;0;53;1;3;1;1;1;1;6;11;11;11
330;07.09.2019 20:29;Control;6;0;46;1;3;1;2;1;0;4;1;9;7
331;07.09.2019 20:40;Trust_promise;3;1;41;0;4;1;1;1;0;6;11;11;7
332;07.09.2019 20:47;Control;1;0;47;1;3;1;2;1;NA;4;2;11;4
333;07.09.2019 20:45;Trust_promise;6;0;62;0;4;1;1;1;1;6;8;11;7
334;07.09.2019 21:01;Trust_promise;6;0;26;0;1;0;1;1;0;6;3;8;5
335;07.09.2019 20:59;Trust_promise;6;0;66;0;5;1;2;1;1;6;1;8;3
336;07.09.2019 20:59;Control;5;0;38;1;3;1;2;1;0;1;1;6;4
337;07.09.2019 21:11;Control;6;1;19;1;2;0;2;1;0;5;4;8;6
338;07.09.2019 21:14;Control;1;0;29;1;2;0;2;1;0;11;11;11;6
339;07.09.2019 21:18;Trust_promise;2;0;70;1;2;0;3;0;0;4;2;5;8
340;07.09.2019 21:26;Control;3;0;60;1;4;1;2;1;NA;10;1;11;9
341;07.09.2019 21:34;Trust_promise;3;0;50;1;2;0;1;1;NA;6;11;9;4
342;07.09.2019 21:40;Control;1;1;66;1;3;1;3;0;NA;7;7;9;7
343;07.09.2019 21:38;Trust_promise;1;0;26;0;3;1;2;1;0;5;2;11;9
344;07.09.2019 21:46;Trust_promise;5;0;71;0;4;1;1;1;0;8;5;8;7
345;07.09.2019 21:47;Control;5;1;24;1;6;0;1;1;NA;3;3;4;7
346;07.09.2019 21:49;Trust_promise;6;1;46;1;1;0;3;0;0;4;1;5;4
347;07.09.2019 21:57;Control;3;0;70;0;2;0;2;1;1;7;1;11;6
348;07.09.2019 22:20;Trust_promise;3;0;45;1;5;1;1;1;1;3;3;7;7
349;07.09.2019 22:59;Control;5;0;68;0;3;1;3;0;0;4;4;10;9
350;07.09.2019 22:32;Control;6;0;38;1;3;1;1;1;NA;9;1;11;2
351;07.09.2019 22:32;Trust_promise;3;0;25;0;2;0;2;1;0;8;1;10;4
352;07.09.2019 22:42;Control;4;0;43;1;2;0;2;1;0;2;4;9;8
353;07.09.2019 22:57;Trust_promise;3;0;50;1;3;1;1;1;1;6;1;11;7
354;07.09.2019 22:58;Trust_promise;3;0;54;1;2;0;1;1;1;5;7;8;10
355;07.09.2019 23:11;Control;2;0;18;1;2;0;3;0;0;6;8;8;8
356;07.09.2019 23:16;Control;2;0;18;1;2;0;1;1;0;9;3;9;8
357;07.09.2019 23:20;Trust_promise;2;0;53;0;6;0;2;1;1;9;2;9;6
358;07.09.2019 23:24;Control;4;1;31;1;2;0;2;1;NA;6;11;11;6
359;07.09.2019 23:26;Trust_promise;5;1;73;0;2;0;3;0;NA;9;1;9;6
360;07.09.2019 23:45;Trust_promise;4;0;46;1;4;1;2;1;NA;9;9;11;8
361;07.09.2019 23:48;Control;1;0;45;0;4;1;1;1;1;9;11;10;8
362;07.10.2019 00:02;Control;1;1;31;1;3;1;2;1;NA;2;4;9;9
363;07.10.2019 00:08;Trust_promise;1;0;69;0;6;0;1;1;1;1;1;11;8
364;07.10.2019 00:08;Control;3;1;26;1;4;1;2;1;0;5;4;8;7
365;07.10.2019 00:10;Trust_promise;2;0;18;1;2;0;3;0;0;4;8;8;7
366;07.10.2019 00:16;Control;5;0;27;0;4;1;1;1;1;4;2;4;8
367;07.10.2019 00:34;Trust_promise;5;0;26;0;4;1;1;1;0;5;11;9;9
368;07.10.2019 00:37;Trust_promise;3;0;79;1;2;0;3;0;NA;5;6;10;8
369;07.10.2019 00:39;Control;5;0;29;0;3;1;2;1;1;8;9;8;8
370;07.10.2019 00:50;Control;2;1;55;1;4;1;2;1;0;6;8;7;9
371;07.10.2019 01:23;Trust_promise;2;0;62;0;4;1;1;1;1;11;1;11;6
372;07.10.2019 01:25;Control;5;0;63;0;2;0;3;0;0;6;11;6;8
373;07.10.2019 06:18;Control;2;0;29;1;4;1;2;1;0;2;3;8;9
374;07.10.2019 06:42;Trust_promise;5;1;27;0;2;0;1;1;0;4;2;11;8
375;07.10.2019 07:08;Control;1;1;33;1;3;1;1;1;1;4;1;8;5
376;07.10.2019 07:15;Trust_promise;2;0;54;1;3;1;2;1;1;4;11;11;10
377;07.10.2019 07:19;Trust_promise;3;0;69;0;1;0;3;0;0;6;1;10;10
378;07.10.2019 07:26;Control;5;0;58;0;2;0;1;1;1;9;10;9;6
379;07.10.2019 08:13;Control;4;1;43;1;3;1;2;1;1;6;5;10;8
380;07.10.2019 08:21;Control;4;1;67;1;2;0;2;1;1;8;5;8;8
381;07.10.2019 08:42;Trust_promise;1;0;27;1;4;1;1;1;1;8;4;6;4
382;07.10.2019 08:49;Trust_promise;1;0;36;0;4;1;1;1;1;5;4;11;9
383;07.10.2019 09:12;Control;4;1;64;0;6;0;1;1;NA;5;6;6;8
384;07.10.2019 09:14;Trust_promise;5;1;75;1;3;1;3;0;0;8;11;11;9
385;07.10.2019 09:22;Trust_promise;5;0;72;0;3;1;3;0;0;5;10;10;10
386;07.10.2019 09:55;Control;2;1;47;1;3;1;1;1;1;8;7;11;8
387;07.10.2019 10:13;Control;6;1;24;0;2;0;1;1;0;9;1;11;7
388;07.10.2019 10:46;Control;2;0;21;1;3;1;2;1;0;6;1;7;5
389;07.10.2019 10:48;Trust_promise;5;0;20;1;2;0;2;1;0;5;11;11;6
390;07.10.2019 10:54;Control;4;1;74;0;1;0;3;0;0;4;1;11;6
391;07.10.2019 11:11;Trust_promise;4;1;49;1;3;1;2;1;1;8;1;11;7
392;07.10.2019 11:11;Trust_promise;6;0;67;0;2;0;2;1;1;6;7;7;7
393;07.10.2019 11:27;Control;1;0;51;1;2;0;2;1;0;11;3;11;5
394;07.10.2019 11:36;Trust_promise;4;0;58;0;4;1;3;0;1;6;1;9;8
395;07.10.2019 11:37;Control;1;1;29;1;3;1;2;1;1;8;3;11;7
396;07.10.2019 11:41;Control;1;0;25;0;4;1;1;1;1;2;5;11;9
397;07.10.2019 11:44;Trust_promise;4;1;39;1;3;1;2;1;0;5;1;11;5
398;07.10.2019 11:59;Control;4;0;20;0;2;0;3;0;NA;4;1;8;4
399;07.10.2019 12:10;Trust_promise;5;0;32;0;2;0;3;0;0;9;1;7;7
400;07.10.2019 12:26;Trust_promise;2;0;38;1;2;0;3;0;0;5;1;7;3
401;07.10.2019 13:12;Control;6;0;24;0;2;0;1;1;1;6;3;7;9
402;07.10.2019 14:49;Control;2;0;52;0;2;0;2;1;0;11;2;7;10
403;07.10.2019 14:59;Control;5;0;27;0;2;0;1;1;0;6;3;11;7
404;07.10.2019 15:04;Trust_promise;6;0;24;1;2;0;2;1;0;8;1;5;5
405;07.10.2019 15:47;Trust_promise;4;0;48;1;2;0;3;0;0;10;11;9;8
406;07.10.2019 15:45;Control;3;0;63;0;3;1;3;0;1;6;1;9;8
407;07.10.2019 16:04;Control;6;0;38;0;2;0;1;1;1;7;2;5;3
408;07.10.2019 16:38;Trust_promise;5;0;41;1;3;1;2;1;0;1;1;11;8
409;07.10.2019 16:52;Trust_promise;5;0;32;0;3;1;1;1;1;8;3;9;8
410;07.10.2019 17:07;Control;2;0;64;1;3;1;2;1;1;6;6;8;9
411;07.10.2019 17:59;Trust_promise;6;0;18;1;2;0;1;1;0;4;6;11;7
412;07.10.2019 18:44;Control;1;1;51;1;2;0;1;1;0;8;10;9;7
413;07.10.2019 18:48;Control;4;1;25;1;2;0;3;0;0;9;1;11;5
414;07.10.2019 19:15;Trust_promise;5;1;26;0;3;1;2;1;NA;6;11;10;8
415;07.10.2019 19:44;Control;2;0;47;1;2;0;1;1;NA;6;3;10;8
416;07.10.2019 19:41;Trust_promise;6;0;62;0;2;0;3;0;1;6;10;9;7
417;07.10.2019 23:58;Trust_promise;1;1;23;1;2;0;2;1;0;4;1;11;7
418;07.10.2019 19:57;Trust_promise;3;0;32;1;3;1;2;1;NA;6;7;7;7
419;07.10.2019 20:26;Control;6;0;27;0;3;1;1;1;0;7;1;11;9
420;07.11.2019 10:57;Trust_promise;3;0;38;0;4;1;2;1;1;9;9;9;7
421;07.10.2019 21:26;Trust_promise;6;0;64;1;3;1;2;1;0;11;6;11;6
422;07.10.2019 21:46;Control;1;1;32;1;4;1;2;1;0;2;1;11;7
423;07.10.2019 21:48;Trust_promise;5;0;29;0;4;1;1;1;1;9;6;11;9
424;07.10.2019 22:32;Control;6;0;77;0;3;1;3;0;0;4;2;8;8
425;07.10.2019 22:48;Trust_promise;2;1;25;0;4;1;3;0;0;5;2;11;8
426;07.10.2019 22:51;Control;1;1;27;1;1;0;3;0;NA;6;4;8;4
427;07.10.2019 23:58;Control;6;0;73;0;4;1;3;0;0;8;11;11;4
428;07.11.2019 00:50;Control;5;1;36;1;3;1;1;1;0;3;3;11;10
429;07.11.2019 02:12;Trust_promise;4;1;23;1;3;1;1;1;0;5;6;10;7
430;07.11.2019 02:35;Trust_promise;3;0;39;0;2;0;1;1;1;6;1;9;8
431;07.11.2019 06:34;Control;3;0;26;1;3;1;1;1;0;2;2;6;5
432;07.11.2019 08:06;Trust_promise;6;0;60;0;3;1;1;1;1;9;1;9;8
433;07.11.2019 08:46;Control;4;1;25;0;2;0;1;1;1;10;5;8;8
434;07.11.2019 10:00;Control;1;0;29;1;2;0;3;0;0;6;1;9;4
435;07.11.2019 11:08;Trust_promise;2;0;68;1;1;0;3;0;1;6;11;11;9
436;07.11.2019 11:42;Control;4;0;26;0;2;0;1;1;1;6;10;11;5
437;07.11.2019 12:16;Control;6;0;68;1;2;0;3;0;NA;6;2;4;9
438;07.11.2019 12:24;Trust_promise;6;0;25;1;4;1;3;0;NA;5;2;10;7
439;07.11.2019 13:16;Control;3;1;67;1;4;1;3;0;0;6;11;8;9
440;07.11.2019 13:28;Trust_promise;5;0;55;1;3;1;1;1;0;3;3;6;4
441;07.11.2019 13:42;Trust_promise;4;0;51;1;3;1;2;1;NA;7;5;10;9
442;07.11.2019 13:54;Control;1;1;27;1;2;0;3;0;NA;5;1;10;6
443;07.11.2019 14:37;Trust_promise;6;0;46;0;2;0;1;1;0;5;1;7;7
444;07.11.2019 14:51;Control;6;1;83;1;2;0;3;0;NA;3;11;11;10
445;07.11.2019 16:01;Control;6;0;20;1;2;0;1;1;NA;10;6;5;10
446;07.11.2019 16:26;Trust_promise;2;0;43;1;4;1;2;1;1;4;1;10;8
447;07.11.2019 16:49;Trust_promise;2;0;56;1;3;1;3;0;0;1;3;8;9
448;07.11.2019 18:06;Control;2;1;22;0;2;0;1;1;0;6;2;11;1
449;07.11.2019 20:06;Trust_promise;6;1;30;1;4;1;1;1;NA;3;4;9;9
450;07.11.2019 21:19;Control;2;0;75;1;4;1;3;0;1;4;1;8;6
451;07.12.2019 09:30;Trust_promise;1;0;18;1;2;0;2;1;1;3;1;11;7
452;07.12.2019 09:50;Control;6;0;32;0;4;1;1;1;0;2;1;11;3
453;07.12.2019 09:59;Control;5;0;28;1;2;0;3;0;0;2;1;7;7
454;07.12.2019 10:34;Trust_promise;1;0;41;1;3;1;2;1;0;3;1;9;9
455;07.12.2019 10:49;Control;4;1;38;0;2;0;1;1;1;9;1;9;9
456;07.12.2019 11:24;Trust_promise;6;1;53;1;3;1;2;1;1;3;3;5;3
457;07.12.2019 14:53;Control;5;0;28;1;4;1;2;1;1;4;2;11;8
458;07.12.2019 16:09;Trust_promise;4;0;75;1;3;1;3;0;NA;8;2;8;5
459;07.12.2019 17:15;Trust_promise;2;0;29;1;4;1;2;1;NA;7;8;9;7
460;07.12.2019 18:09;Control;6;1;28;1;6;0;3;0;NA;6;1;11;7
461;07.12.2019 18:30;Trust_promise;6;0;67;0;2;0;1;1;1;5;1;11;6
462;07.12.2019 20:48;Control;5;0;73;0;1;0;3;0;0;3;2;6;7
463;07.12.2019 20:10;Control;1;1;32;0;2;0;1;1;0;8;11;10;7
464;07.12.2019 20:45;Control;4;0;70;0;4;1;3;0;0;1;1;11;7
465;07.12.2019 23:23;Trust_promise;3;1;23;0;3;1;2;1;0;5;2;4;6
466;07/13/2019 15:44;Trust_promise;6;0;49;1;2;0;3;0;0;7;1;10;5
467;07/13/2019 23:46;Control;5;1;66;1;2;0;2;1;NA;6;3;8;7
468;07/14/2019 08:19;Trust_promise;5;1;57;0;3;1;2;1;1;4;11;11;8
469;07/14/2019 10:27;Control;1;0;45;0;3;1;1;1;0;5;1;8;6
470;07/14/2019 10:40;Trust_promise;6;0;42;0;3;1;2;1;1;7;1;11;4
471;07/14/2019 10:44;Trust_promise;6;0;66;0;2;0;1;1;1;10;3;5;5
472;07/14/2019 10:49;Control;1;0;39;0;4;1;2;1;1;6;1;9;8
473;07/14/2019 11:31;Control;6;0;50;1;3;1;2;1;0;6;10;10;10
474;07/14/2019 12:19;Trust_promise;1;1;72;1;2;0;3;0;NA;4;1;9;7
475;07/14/2019 15:59;Control;4;1;53;1;3;1;2;1;1;7;2;11;2
476;07/14/2019 16:06;Trust_promise;1;0;57;1;2;0;1;1;NA;6;6;10;8
477;07/14/2019 16:09;Control;1;0;49;0;4;1;1;1;1;3;1;11;7
478;07/14/2019 17:14;Trust_promise;1;0;69;1;3;1;3;0;0;6;9;9;10
479;07/14/2019 17:31;Control;3;0;71;1;3;1;3;0;NA;3;6;6;8
480;07/14/2019 17:52;Trust_promise;2;0;38;0;3;1;1;1;0;4;1;11;8
481;07/14/2019 18:22;Control;4;0;68;1;1;0;3;0;0;8;11;10;9
482;07/14/2019 19:43;Trust_promise;6;0;47;0;4;1;1;1;1;9;1;11;9
483;07/14/2019 20:14;Control;4;0;40;1;3;1;2;1;0;6;11;11;10
484;07/14/2019 21:20;Trust_promise;2;0;59;0;2;0;3;0;NA;6;8;7;8
485;07/14/2019 21:22;Trust_promise;6;1;54;0;3;1;1;1;1;5;5;11;8
486;07/14/2019 22:16;Control;2;0;54;0;1;0;1;1;1;11;10;6;9
487;07/14/2019 23:26;Trust_promise;2;0;67;0;3;1;3;0;0;3;2;11;9
488;07/14/2019 22:49;Trust_promise;5;1;60;1;2;0;3;0;0;3;1;11;9
489;07/14/2019 23:15;Control;1;1;70;0;3;1;3;0;1;6;1;10;8
490;07/14/2019 23:41;Control;1;1;62;1;1;0;3;0;0;9;7;10;8
491;07/15/2019 07:34;Trust_promise;1;0;55;0;2;0;1;1;1;11;4;11;4
492;07/15/2019 07:51;Control;4;1;70;1;2;0;3;0;0;5;1;9;9
493;07/15/2019 08:30;Trust_promise;5;1;58;1;4;1;3;0;0;6;11;11;8
494;07/15/2019 08:52;Control;4;1;68;1;2;0;3;0;0;8;6;11;9
495;07/15/2019 11:08;Trust_promise;3;0;47;0;2;0;1;1;1;9;1;6;3
496;07/15/2019 11:10;Control;1;0;45;0;3;1;1;1;1;7;1;10;9
497;07/15/2019 11:12;Control;3;0;53;0;2;0;1;1;NA;6;11;11;1
498;07/15/2019 11:23;Trust_promise;1;0;50;0;2;0;1;1;1;6;8;10;10
499;07/15/2019 13:01;Control;1;0;44;0;3;1;1;1;1;7;1;11;7
500;07/15/2019 13:14;Trust_promise;1;0;76;1;3;1;3;0;0;6;11;11;7
501;07/15/2019 13:17;Trust_promise;3;0;68;1;2;0;3;0;NA;9;11;6;9
502;07/15/2019 15:21;Control;4;1;71;1;4;1;3;0;NA;5;11;11;5
503;07/15/2019 16:03;Control;3;1;66;1;4;1;3;0;NA;3;4;8;10
504;07/15/2019 16:45;Trust_promise;2;0;52;1;4;1;3;0;0;8;3;11;5
505;07/15/2019 17:22;Trust_promise;5;1;64;1;2;0;3;0;0;8;11;5;7
506;07/15/2019 17:26;Control;2;0;66;1;3;1;3;0;0;7;7;7;9
507;07/15/2019 17:30;Control;4;0;72;0;4;1;3;0;0;3;1;6;5
508;07/15/2019 17:48;Trust_promise;4;0;28;1;4;1;2;1;0;6;4;10;6
509;07/15/2019 18:03;Control;3;0;70;1;3;1;3;0;0;9;6;8;7
510;07/15/2019 18:05;Trust_promise;3;1;42;0;3;1;1;1;1;9;1;11;1
511;07/15/2019 18:18;Trust_promise;1;0;73;1;2;0;3;0;0;4;2;5;7
512;07/15/2019 18:26;Control;5;0;71;1;3;1;3;0;NA;5;11;11;8
513;07/15/2019 18:40;Control;4;1;64;1;4;1;1;1;1;4;1;11;9
514;07/15/2019 19:02;Trust_promise;2;0;69;1;2;0;3;0;0;7;10;9;9
515;07/15/2019 19:04;Control;3;0;61;1;1;0;3;0;0;3;1;11;9
516;07/15/2019 19:16;Trust_promise;3;0;66;1;2;0;2;1;NA;4;6;7;8
517;07/15/2019 19:46;Trust_promise;3;1;73;1;4;1;3;0;1;2;1;8;9
518;07/15/2019 19:56;Control;2;0;64;1;2;0;3;0;0;6;7;11;9
519;07/15/2019 20:21;Control;5;1;71;1;2;0;3;0;0;8;9;8;6
520;07/15/2019 20:22;Trust_promise;4;1;48;0;2;0;1;1;1;9;4;9;10
521;07/15/2019 20:47;Control;2;1;75;0;2;0;3;0;0;3;6;5;5
522;07/15/2019 20:46;Trust_promise;5;0;61;1;3;1;1;1;1;7;7;8;7
523;07/15/2019 22:09;Trust_promise;3;0;67;1;1;0;3;0;0;7;11;11;8
524;07/15/2019 22:32;Control;5;1;61;1;1;0;3;0;0;5;7;9;8
525;07/15/2019 22:34;Control;4;1;63;1;2;0;1;1;0;8;4;6;8
526;07/15/2019 22:56;Trust_promise;5;0;60;1;2;0;3;0;0;8;1;11;7
527;07/16/2019 00:38;Control;6;0;75;1;3;1;3;0;1;9;1;7;8
528;07/16/2019 00:51;Trust_promise;3;0;67;1;4;1;3;0;0;6;11;11;7
529;07/16/2019 09:12;Control;3;0;74;1;6;0;3;0;1;5;2;11;1
530;07/16/2019 09:13;Trust_promise;6;1;40;0;3;1;1;1;NA;1;1;6;1
531;07/16/2019 09:27;Trust_promise;1;0;48;0;2;0;3;0;0;3;1;11;7
532;07/16/2019 09:26;Control;6;0;63;1;2;0;3;0;0;10;11;9;8
