id;date;treatment;reported_diceroll;correct_guess;age;female;education;universitydegree;sector;employed;highincome;politicalright;believeingod;believeinfreewill;generaltrust
533;07/16/2019 10:13;Control;2;1;66;1;1;0;3;0;0;7;1;11;7
534;07/16/2019 10:56;Trust_promise;3;1;28;1;4;1;2;1;0;7;1;11;8
535;07/16/2019 10:58;Control;5;1;69;0;3;1;3;0;0;3;1;11;8
536;07/16/2019 10:59;Trust_promise;5;0;50;0;3;1;1;1;1;5;6;9;8
537;07/16/2019 11:01;Trust_promise;6;1;21;1;2;0;1;1;0;6;11;11;7
538;07/16/2019 11:00;Control;4;1;46;1;4;1;2;1;1;4;6;11;11
539;07/16/2019 11:02;Trust_promise;4;1;64;0;2;0;3;0;1;5;1;8;9
540;07/16/2019 11:04;Control;3;1;67;0;1;0;3;0;NA;9;1;11;9
541;07/16/2019 11:03;Trust_promise;1;0;24;1;3;1;2;1;1;6;4;7;8
542;07/16/2019 11:03;Control;1;1;59;0;2;0;3;0;1;10;6;9;8
543;07/16/2019 11:06;Control;2;1;41;1;2;0;3;0;NA;8;3;8;5
544;07/16/2019 11:11;Trust_promise;2;0;36;1;4;1;2;1;0;7;4;8;7
545;07/16/2019 11:11;Control;1;1;73;1;2;0;3;0;0;10;6;2;8
546;07/16/2019 11:11;Trust_promise;1;0;26;1;6;0;1;1;NA;4;2;11;6
547;07/16/2019 11:14;Trust_promise;2;0;19;1;2;0;3;0;0;4;1;11;9
548;07/16/2019 11:15;Control;2;1;53;1;3;1;2;1;1;7;1;11;6
549;07/16/2019 11:26;Trust_promise;3;0;18;1;1;0;1;1;0;3;3;6;6
550;07/16/2019 11:24;Control;2;0;57;1;2;0;1;1;0;6;1;11;10
551;07/16/2019 11:31;Trust_promise;6;0;71;0;3;1;3;0;0;3;1;10;10
552;07/16/2019 11:34;Control;3;0;52;1;3;1;1;1;1;4;2;9;9
553;07/16/2019 11:37;Control;2;0;61;0;4;1;2;1;1;3;1;6;9
554;07/16/2019 11:44;Trust_promise;4;0;67;0;2;0;3;0;NA;4;1;11;8
555;07/16/2019 11:38;Control;3;0;21;1;3;1;3;0;NA;2;3;11;7
556;07/16/2019 11:45;Trust_promise;1;0;50;1;4;1;2;1;1;3;4;11;9
557;07/16/2019 11:48;Trust_promise;4;0;71;0;3;1;3;0;0;8;1;11;5
558;07/16/2019 11:46;Control;4;1;23;1;4;1;1;1;0;4;1;7;6
559;07/16/2019 11:57;Trust_promise;1;0;27;1;4;1;2;1;1;3;4;9;9
560;07/16/2019 12:02;Trust_promise;2;0;42;0;4;1;1;1;1;8;4;9;6
561;07/16/2019 12:04;Control;3;1;54;1;2;0;1;1;1;8;4;11;9
562;07/16/2019 12:07;Control;3;0;24;1;2;0;2;1;0;6;1;7;3
563;07/16/2019 12:12;Trust_promise;2;0;69;0;2;0;3;0;1;9;8;6;7
564;07/16/2019 12:12;Trust_promise;3;0;61;0;3;1;1;1;1;4;2;9;10
565;07/16/2019 12:19;Control;4;1;56;0;1;0;1;1;0;8;1;11;4
566;07/16/2019 12:20;Control;4;1;52;1;3;1;1;1;NA;7;4;8;7
567;07/16/2019 12:22;Trust_promise;2;1;66;0;2;0;3;0;0;2;1;11;9
568;07/16/2019 12:24;Control;6;0;59;0;3;1;1;1;1;7;5;9;7
569;07/16/2019 12:32;Trust_promise;6;0;31;1;3;1;1;1;1;3;1;9;8
570;07/16/2019 12:45;Control;3;1;50;0;2;0;1;1;1;7;6;9;6
571;07/16/2019 12:54;Control;4;0;58;0;2;0;1;1;1;6;2;6;7
572;07/16/2019 12:56;Trust_promise;3;1;66;0;3;1;3;0;0;7;1;7;4
573;07/16/2019 13:04;Trust_promise;2;0;43;1;2;0;1;1;0;7;8;6;9
574;07/16/2019 13:23;Control;2;1;63;0;2;0;1;1;0;6;6;8;8
575;07/16/2019 13:45;Trust_promise;6;1;27;1;3;1;2;1;1;6;8;11;11
576;07/16/2019 13:46;Control;4;0;61;0;1;0;1;1;1;7;1;8;6
577;07/16/2019 13:51;Trust_promise;4;0;77;0;4;1;3;0;0;3;1;9;6
578;07/16/2019 14:02;Control;4;0;39;1;3;1;2;1;NA;7;6;10;7
579;07/16/2019 14:06;Control;2;0;43;0;4;1;1;1;NA;6;10;9;7
580;07/16/2019 14:08;Trust_promise;6;0;78;0;3;1;3;0;1;4;1;4;7
581;07/16/2019 14:12;Control;6;1;70;0;4;1;3;0;0;1;1;4;10
582;07/16/2019 14:33;Trust_promise;4;0;51;1;2;0;2;1;0;5;2;6;4
583;07/16/2019 14:46;Trust_promise;5;0;27;1;4;1;2;1;0;6;1;9;7
584;07/16/2019 15:19;Control;2;1;18;1;1;0;3;0;1;6;2;9;7
585;07/16/2019 15:22;Trust_promise;3;0;47;0;1;0;1;1;0;1;1;1;5
586;07/16/2019 15:37;Control;4;1;62;0;2;0;1;1;NA;8;1;11;8
587;07/16/2019 16:16;Control;6;1;44;0;3;1;2;1;1;8;2;5;4
588;07/16/2019 16:06;Trust_promise;3;0;78;0;4;1;3;0;1;9;4;11;9
589;07/16/2019 16:07;Control;6;1;76;0;3;1;1;1;1;10;9;10;6
590;07/16/2019 16:39;Trust_promise;3;0;69;0;3;1;1;1;1;6;1;11;9
591;07/16/2019 17:06;Trust_promise;3;0;42;0;2;0;3;0;0;5;9;10;7
592;07/16/2019 16:50;Control;2;0;30;1;2;0;3;0;0;1;2;11;9
593;07/16/2019 17:06;Trust_promise;6;1;49;0;4;1;1;1;1;11;9;6;6
594;07/16/2019 17:25;Control;1;1;20;1;2;0;1;1;0;3;3;11;6
595;07/16/2019 17:24;Control;6;1;51;1;2;0;3;0;0;9;9;10;7
596;07/16/2019 17:58;Trust_promise;6;0;56;1;2;0;2;1;0;3;8;8;7
597;07/16/2019 17:59;Trust_promise;6;1;55;1;2;0;3;0;NA;7;1;8;8
598;07/16/2019 18:06;Control;6;1;27;1;3;1;1;1;0;7;1;7;6
599;07/16/2019 18:09;Control;6;1;55;0;2;0;3;0;NA;6;4;11;8
600;07/16/2019 18:40;Trust_promise;2;0;66;0;4;1;3;0;0;2;1;10;10
601;07/16/2019 18:59;Trust_promise;4;1;64;0;2;0;1;1;NA;6;6;8;9
602;07/16/2019 19:17;Control;6;1;44;0;2;0;1;1;1;9;6;7;4
603;07/16/2019 19:23;Control;2;1;60;0;3;1;1;1;0;9;6;11;8
604;07/16/2019 19:35;Trust_promise;1;0;21;1;3;1;3;0;0;8;1;9;9
605;07/16/2019 19:35;Trust_promise;6;1;30;1;4;1;3;0;0;6;7;11;6
606;07/16/2019 19:53;Control;6;0;41;0;2;0;1;1;1;6;8;8;7
607;07/16/2019 20:06;Control;3;0;74;0;3;1;3;0;1;6;11;11;6
608;07/16/2019 20:10;Trust_promise;3;0;34;1;2;0;1;1;0;7;6;8;3
609;07/16/2019 20:23;Control;4;0;69;1;3;1;3;0;0;6;11;11;10
610;07/16/2019 20:25;Trust_promise;4;0;49;0;3;1;1;1;1;8;1;11;9
611;07/16/2019 20:26;Control;3;0;71;0;1;0;3;0;0;11;6;6;5
612;07/16/2019 21:21;Trust_promise;4;0;59;1;3;1;3;0;NA;6;2;10;7
613;07/16/2019 21:29;Control;4;0;58;0;1;0;1;1;0;8;1;6;8
614;07/16/2019 21:42;Trust_promise;6;0;32;1;3;1;1;1;NA;5;3;8;6
615;07/16/2019 22:59;Trust_promise;1;0;66;0;4;1;1;1;NA;3;11;9;9
616;07/16/2019 23:01;Control;3;0;60;0;4;1;1;1;1;9;1;11;8
617;07/16/2019 23:27;Trust_promise;4;1;42;0;4;1;2;1;NA;6;10;9;9
618;07/16/2019 23:47;Control;5;1;73;1;4;1;3;0;1;4;1;9;8
619;07/16/2019 23:56;Trust_promise;6;0;73;0;6;0;3;0;NA;8;2;11;8
620;07/17/2019 00:20;Control;6;0;41;1;4;1;1;1;1;7;1;11;6
621;07/17/2019 08:34;Control;2;0;77;0;3;1;3;0;0;6;8;6;6
622;07/17/2019 08:36;Trust_promise;6;0;60;0;2;0;2;1;1;10;6;9;8
623;07/17/2019 08:43;Trust_promise;5;1;59;1;2;0;1;1;1;10;1;7;10
624;07/17/2019 08:49;Control;5;0;39;1;4;1;2;1;1;6;4;8;6
625;07/17/2019 09:59;Control;6;0;43;0;3;1;1;1;0;2;1;11;9
626;07/17/2019 10:22;Trust_promise;3;0;59;0;3;1;2;1;1;8;1;8;9
627;07/23/2019 09:27;Control;6;1;72;0;1;0;3;0;0;6;3;5;8
628;07/17/2019 10:52;Trust_promise;6;0;51;0;3;1;2;1;1;6;11;9;8
629;07/17/2019 10:51;Trust_promise;3;1;26;1;2;0;1;1;0;6;1;8;6
630;07/17/2019 11:00;Control;5;1;53;1;2;0;1;1;NA;6;3;6;7
631;07/17/2019 11:02;Control;1;0;68;0;3;1;3;0;0;5;2;9;9
632;07/17/2019 13:08;Trust_promise;2;0;21;1;2;0;3;0;0;1;1;11;6
633;07/17/2019 11:05;Trust_promise;6;0;56;1;4;1;2;1;1;6;11;9;9
634;07/17/2019 11:08;Control;4;0;53;0;4;1;1;1;1;6;11;11;9
635;07/17/2019 11:12;Trust_promise;4;0;75;0;2;0;3;0;1;6;3;11;6
636;07/17/2019 11:18;Trust_promise;4;1;47;1;3;1;1;1;NA;8;6;8;9
637;07/17/2019 11:18;Control;1;0;77;0;3;1;1;1;1;10;7;11;6
638;07/17/2019 11:18;Control;3;1;37;1;4;1;2;1;1;4;6;11;9
639;07/17/2019 11:22;Trust_promise;4;0;73;0;3;1;3;0;0;9;9;11;9
640;07/17/2019 11:27;Control;2;0;37;1;3;1;3;0;0;6;8;11;5
641;07/17/2019 11:30;Trust_promise;4;0;24;1;2;0;3;0;0;7;4;8;5
642;07/17/2019 11:37;Control;3;1;58;0;2;0;1;1;0;6;5;6;7
643;07/17/2019 11:38;Trust_promise;4;0;37;0;2;0;1;1;1;6;5;7;7
644;07/17/2019 11:48;Trust_promise;1;0;60;0;2;0;1;1;0;8;6;9;8
645;07/17/2019 11:52;Control;3;1;20;1;2;0;2;1;0;8;1;8;5
646;07/17/2019 11:58;Control;3;0;70;0;4;1;1;1;1;9;1;10;8
647;07/17/2019 11:59;Control;3;1;57;0;2;0;3;0;1;8;6;8;6
648;07/17/2019 12:09;Control;2;0;34;1;3;1;1;1;0;1;1;8;7
649;07/17/2019 12:15;Trust_promise;3;0;21;1;2;0;2;1;NA;6;8;9;8
650;07/17/2019 12:18;Trust_promise;5;0;51;0;3;1;2;1;1;8;3;11;8
651;07/17/2019 12:24;Control;6;0;35;1;2;0;3;0;0;3;1;11;8
652;07/17/2019 12:39;Trust_promise;1;0;73;0;2;0;3;0;0;9;10;6;9
653;07/17/2019 12:55;Control;4;0;64;1;1;0;3;0;NA;4;6;9;7
654;07/17/2019 12:58;Trust_promise;5;0;58;1;3;1;2;1;1;2;1;11;9
655;07/17/2019 13:02;Control;5;1;39;1;2;0;3;0;0;6;9;11;11
656;07/17/2019 13:20;Control;5;0;66;0;3;1;1;1;NA;9;4;6;7
657;07/17/2019 13:33;Trust_promise;3;1;70;0;2;0;3;0;0;2;1;11;7
658;07/17/2019 13:40;Control;5;1;52;1;3;1;3;0;0;8;11;11;6
659;07/17/2019 13:46;Trust_promise;4;1;72;0;2;0;3;0;0;6;6;7;7
660;07/17/2019 13:46;Control;6;0;57;0;2;0;1;1;0;10;1;11;5
661;07/17/2019 13:49;Trust_promise;3;1;51;1;2;0;3;0;NA;6;4;8;5
662;07/17/2019 14:28;Control;6;1;70;0;3;1;3;0;0;10;1;10;7
663;07/17/2019 14:24;Trust_promise;5;0;24;1;2;0;3;0;0;2;2;11;8
664;07/22/2019 10:51;Control;6;1;26;1;4;1;1;1;1;3;1;9;9
665;07/17/2019 15:09;Trust_promise;2;0;50;1;3;1;2;1;NA;6;5;8;8
666;07/17/2019 15:44;Control;3;0;79;0;3;1;3;0;0;10;1;11;6
667;07/17/2019 16:27;Trust_promise;3;1;67;0;2;0;3;0;0;5;5;7;8
668;07/17/2019 16:34;Control;3;0;75;0;2;0;3;0;1;9;8;10;9
669;07/17/2019 16:53;Control;4;1;45;1;3;1;1;1;NA;5;2;9;9
670;07/17/2019 17:03;Trust_promise;2;1;21;1;2;0;1;1;0;6;1;7;8
671;07/17/2019 17:39;Control;1;0;22;1;3;1;2;1;0;3;1;8;9
672;07/17/2019 17:55;Trust_promise;2;0;41;1;6;0;1;1;NA;6;1;10;9
673;07/17/2019 17:58;Trust_promise;6;1;65;1;2;0;2;1;NA;5;6;8;8
674;07/17/2019 18:24;Control;5;0;62;0;4;1;1;1;1;8;1;7;7
675;07/17/2019 20:07;Control;1;0;61;1;3;1;2;1;1;5;9;11;9
676;07/17/2019 20:07;Trust_promise;2;0;38;1;3;1;3;0;0;3;1;9;8
677;07/17/2019 20:27;Control;2;1;71;1;3;1;3;0;0;6;4;11;5
678;07/17/2019 20:48;Trust_promise;4;1;56;0;1;0;3;0;0;7;11;11;9
679;07/17/2019 21:52;Trust_promise;6;0;83;0;1;0;3;0;0;6;1;7;9
680;07/17/2019 21:55;Control;2;0;76;0;3;1;3;0;0;7;3;8;8
681;07/17/2019 22:32;Trust_promise;6;0;57;1;3;1;2;1;0;3;8;8;6
682;07/17/2019 22:35;Control;3;1;67;0;2;0;3;0;NA;3;10;8;8
683;07/17/2019 22:43;Control;1;0;72;0;3;1;3;0;0;7;11;11;10
684;07/17/2019 22:44;Trust_promise;3;1;73;0;1;0;1;1;0;6;8;11;10
685;07/18/2019 00:18;Control;3;0;67;0;4;1;3;0;0;5;6;9;5
686;07/17/2019 23:43;Control;6;1;57;0;4;1;2;1;1;6;1;11;7
687;07/18/2019 00:03;Trust_promise;5;0;67;0;3;1;3;0;1;4;8;7;5
688;07/18/2019 00:34;Trust_promise;3;1;79;0;2;0;3;0;0;10;11;11;8
689;07/18/2019 06:29;Control;5;0;54;1;5;1;3;0;0;5;8;11;8
690;07/18/2019 08:30;Trust_promise;5;0;56;1;2;0;3;0;0;2;1;11;9
691;07/18/2019 08:44;Control;5;0;73;0;3;1;3;0;0;5;1;11;10
692;07/18/2019 09:20;Trust_promise;4;0;73;0;4;1;3;0;1;2;9;9;8
693;07/18/2019 09:19;Control;5;0;51;0;4;1;1;1;1;6;9;9;6
694;07/18/2019 10:18;Trust_promise;1;0;57;0;4;1;1;1;1;9;1;7;7
695;07/18/2019 10:52;Control;1;0;29;1;4;1;1;1;1;8;7;10;8
696;07/18/2019 11:40;Trust_promise;6;1;46;1;2;0;1;1;1;6;6;11;4
697;07/18/2019 13:31;Trust_promise;4;0;73;1;3;1;3;0;1;2;1;6;5
698;07/18/2019 13:37;Control;1;0;24;1;2;0;1;1;NA;4;11;7;8
699;07/18/2019 14:25;Control;3;0;71;1;3;1;3;0;0;5;1;7;9
700;07/18/2019 15:28;Trust_promise;6;0;28;1;6;0;3;0;NA;6;10;5;6
701;07/18/2019 18:38;Control;4;1;54;1;3;1;3;0;0;6;11;10;8
702;07/18/2019 19:08;Trust_promise;3;1;62;1;2;0;1;1;NA;7;1;8;8
703;07/18/2019 21:24;Trust_promise;2;0;53;1;6;0;1;1;0;3;3;7;3
704;07/18/2019 22:06;Control;3;0;52;0;4;1;1;1;1;2;1;11;10
705;07/18/2019 22:15;Control;5;0;68;0;4;1;3;0;0;2;1;10;11
706;07/18/2019 23:31;Trust_promise;2;0;19;1;2;0;1;1;0;3;8;10;7
707;07/19/2019 06:35;Control;3;0;61;0;3;1;1;1;1;8;1;9;8
708;07/19/2019 07:21;Trust_promise;4;0;63;0;3;1;2;1;1;5;1;6;8
709;07/19/2019 08:56;Trust_promise;6;0;74;0;3;1;3;0;0;7;4;11;8
710;07/19/2019 09:55;Control;4;1;60;0;2;0;2;1;1;3;4;6;7
711;07/19/2019 11:11;Trust_promise;6;1;20;1;2;0;1;1;0;9;7;10;5
712;07/19/2019 11:43;Control;2;0;38;1;5;1;2;1;1;2;1;11;8
713;07/19/2019 15:14;Trust_promise;5;1;33;1;3;1;1;1;0;4;1;11;7
714;07/23/2019 09:32;Control;1;0;35;1;2;0;1;1;NA;6;1;5;5
715;07/19/2019 15:43;Control;2;0;51;0;3;1;1;1;NA;5;1;11;7
716;07/19/2019 16:32;Trust_promise;3;0;70;0;2;0;3;0;0;3;8;10;9
717;07/19/2019 23:32;Control;5;0;50;1;3;1;3;0;0;5;11;11;9
718;07/20/2019 10:26;Trust_promise;1;0;53;0;2;0;1;1;0;5;6;7;7
719;07/20/2019 11:18;Control;4;0;68;0;3;1;3;0;NA;7;6;11;7
720;07/20/2019 16:25;Trust_promise;6;0;19;1;2;0;2;1;NA;9;11;10;8
721;07/21/2019 00:48;Control;3;1;72;0;3;1;3;0;0;4;6;8;9
722;07/21/2019 07:02;Control;2;1;70;0;3;1;1;1;0;7;6;6;8
723;07/21/2019 11:12;Trust_promise;4;0;80;0;3;1;3;0;0;8;11;11;7
724;07/21/2019 14:11;Trust_promise;1;0;69;1;3;1;3;0;0;4;7;9;6
725;07/21/2019 15:13;Control;3;1;43;1;3;1;2;1;1;5;3;7;10
726;07/21/2019 19:30;Trust_promise;6;1;33;1;2;0;1;1;0;7;1;10;7
727;07/21/2019 22:43;Control;5;0;54;0;4;1;1;1;1;4;2;8;8
728;07/22/2019 09:19;Control;4;1;55;0;2;0;1;1;0;5;4;7;8
729;07/22/2019 10:21;Control;6;0;31;0;4;1;1;1;0;7;6;4;8
730;07/22/2019 09:26;Control;1;0;65;1;2;0;3;0;0;6;6;7;7
731;07/22/2019 09:45;Control;2;1;75;0;4;1;3;0;NA;7;10;8;7
732;07/22/2019 09:31;Trust_promise;3;1;64;1;3;1;2;1;0;3;11;7;5
733;07/22/2019 09:36;Trust_promise;2;0;27;0;3;1;1;1;1;6;9;8;5
734;07/22/2019 09:39;Trust_promise;3;0;48;1;2;0;1;1;1;11;3;9;8
735;07/22/2019 09:42;Trust_promise;1;0;26;0;2;0;1;1;NA;6;1;9;7
736;07/22/2019 09:44;Control;6;0;51;1;4;1;2;1;1;6;5;11;9
737;07/22/2019 09:56;Trust_promise;3;0;47;1;2;0;1;1;0;11;1;11;6
738;07/22/2019 10:04;Control;4;0;48;0;2;0;2;1;0;11;11;9;6
739;07/22/2019 10:04;Trust_promise;6;0;52;0;3;1;1;1;1;9;6;9;9
740;07/22/2019 10:07;Control;3;0;56;1;2;0;2;1;0;9;4;11;8
741;07/22/2019 10:13;Trust_promise;3;0;55;0;4;1;2;1;1;8;8;8;8
742;07/22/2019 10:25;Trust_promise;1;1;73;0;2;0;3;0;1;9;11;11;7
743;07/22/2019 10:27;Control;5;0;68;1;2;0;1;1;1;6;3;9;8
744;07/22/2019 10:44;Trust_promise;1;0;66;0;1;0;3;0;NA;8;1;9;9
745;07/22/2019 10:44;Trust_promise;6;1;37;1;4;1;3;0;NA;10;8;9;8
746;07/22/2019 10:47;Control;1;0;72;0;4;1;3;0;0;8;9;9;8
747;07/22/2019 10:56;Trust_promise;2;0;35;1;4;1;2;1;0;9;1;8;8
748;07/22/2019 11:16;Control;3;0;72;0;2;0;1;1;0;9;5;10;9
749;07/22/2019 11:19;Trust_promise;5;0;56;0;4;1;1;1;NA;8;1;4;6
750;07/22/2019 11:38;Trust_promise;3;1;43;0;4;1;2;1;1;6;10;9;8
751;07/22/2019 11:39;Trust_promise;5;0;40;1;4;1;1;1;1;9;6;9;8
752;07/22/2019 12:00;Control;3;0;58;1;2;0;2;1;0;4;6;6;8
753;07/22/2019 12:30;Trust_promise;1;0;54;1;6;0;2;1;1;7;11;11;9
754;07/22/2019 12:28;Control;2;0;49;0;3;1;1;1;NA;9;6;9;7
755;07/22/2019 12:41;Control;4;1;57;0;2;0;1;1;1;1;2;2;1
756;07/22/2019 12:52;Trust_promise;6;0;47;1;2;0;1;1;NA;6;5;7;6
757;07/22/2019 12:59;Trust_promise;3;1;62;1;2;0;3;0;NA;5;8;11;7
758;07/22/2019 13:47;Control;4;1;32;1;2;0;1;1;1;6;1;6;7
759;07/22/2019 14:01;Control;4;0;33;1;2;0;1;1;0;3;1;9;5
760;07/22/2019 14:19;Trust_promise;1;0;47;0;3;1;2;1;NA;10;10;11;6
761;07/22/2019 14:39;Trust_promise;1;0;49;0;3;1;1;1;1;7;4;11;4
762;07/22/2019 15:01;Control;1;0;34;1;3;1;1;1;1;11;7;9;4
763;07/22/2019 15:19;Trust_promise;4;1;33;1;3;1;1;1;1;6;1;5;9
764;07/22/2019 15:27;Control;5;0;39;0;4;1;2;1;1;4;5;10;9
765;07/22/2019 15:40;Control;4;0;74;0;3;1;3;0;0;9;1;8;6
766;07/22/2019 15:44;Trust_promise;6;0;57;0;2;0;2;1;1;6;11;9;6
767;07/22/2019 16:20;Control;6;0;31;1;4;1;1;1;1;3;2;10;8
768;07/22/2019 16:57;Trust_promise;2;0;37;1;4;1;2;1;1;3;1;10;7
769;07/22/2019 17:27;Trust_promise;4;1;73;0;2;0;3;0;0;8;1;4;5
770;07/22/2019 17:56;Control;6;0;72;0;4;1;3;0;1;8;7;11;9
771;07/22/2019 18:23;Control;5;1;64;1;4;1;1;1;NA;6;1;9;9
772;07/22/2019 18:30;Trust_promise;1;0;37;0;3;1;2;1;1;6;1;1;8
773;07/22/2019 18:39;Control;2;1;20;1;2;0;3;0;0;8;11;11;11
774;07/22/2019 18:57;Trust_promise;2;0;27;1;2;0;3;0;0;3;1;9;7
775;07/22/2019 19:15;Control;5;0;36;0;2;0;1;1;1;6;1;6;8
776;07/22/2019 19:21;Trust_promise;3;0;51;1;4;1;2;1;1;4;11;11;10
777;07/22/2019 19:42;Trust_promise;6;0;66;1;4;1;3;0;0;2;1;9;10
778;07/22/2019 19:56;Control;4;0;30;1;4;1;1;1;0;6;2;9;5
779;07/22/2019 20:46;Trust_promise;6;0;74;0;4;1;3;0;1;7;9;9;9
780;07/22/2019 20:44;Control;5;1;19;1;2;0;3;0;NA;6;2;4;6
781;07/22/2019 22:08;Trust_promise;6;0;38;0;4;1;1;1;1;8;10;8;8
782;07/22/2019 21:44;Control;6;0;61;0;4;1;2;1;1;5;1;11;8
783;07/22/2019 21:52;Trust_promise;4;0;42;0;2;0;3;0;0;4;4;7;9
784;07/22/2019 22:32;Control;1;1;26;0;3;1;1;1;0;6;1;11;8
785;07/22/2019 23:59;Control;6;1;36;0;2;0;1;1;0;2;1;4;5
786;07/23/2019 00:31;Trust_promise;4;0;29;1;2;0;2;1;0;4;1;11;8
787;07/23/2019 00:40;Control;4;1;19;1;2;0;1;1;NA;5;4;6;7
788;07/23/2019 02:05;Trust_promise;4;0;26;1;3;1;2;1;0;2;2;11;1
789;07/23/2019 08:46;Trust_promise;4;1;26;1;2;0;3;0;NA;6;1;11;9
790;07/23/2019 09:27;Trust_promise;6;1;47;0;3;1;1;1;1;9;9;10;5
791;07/23/2019 09:26;Trust_promise;2;0;22;1;3;1;2;1;NA;5;1;9;6
792;07/23/2019 09:55;Control;5;1;53;1;2;0;1;1;0;6;11;11;11
793;07/23/2019 09:41;Control;3;1;35;1;2;0;2;1;1;9;6;6;7
794;07/23/2019 09:47;Trust_promise;2;0;71;0;2;0;3;0;0;5;4;4;8
795;07/23/2019 09:50;Control;1;0;56;0;3;1;2;1;1;5;7;11;9
796;07/23/2019 09:58;Trust_promise;6;0;75;1;3;1;3;0;1;9;6;8;8
797;07/23/2019 10:06;Control;5;0;28;1;3;1;3;0;NA;6;1;11;7
798;07/23/2019 10:43;Trust_promise;4;0;34;1;3;1;1;1;1;4;1;10;5
799;07/23/2019 10:50;Trust_promise;2;0;30;1;3;1;1;1;0;5;5;6;4
800;07/23/2019 11:00;Control;4;1;74;0;3;1;3;0;1;8;9;9;9
